,m00,m10,m01,m20,m11,m02,m30,m21,m12,m03,mu20,mu11,mu02,mu30,mu21,mu12,mu03,nu20,nu11,nu02,nu30,nu21,nu12,nu03
469,2194.0,89709.33333333333,143616.16666666666,3806236.6666666665,6125501.083333333,11719175.5,165913082.8,267940929.38333333,511353521.01666665,1080997866.15,138158.04902258748,253253.78727337252,2318262.406094907,-1016309.552076608,-1920317.8061150908,-981072.2218783051,10376634.616042018,0.028701391011407482,0.05261174448449623,0.4816031802352539,-0.004507486652210169,-0.008516900054101651,-0.004351203760640535,0.04602194472255215
470,2686.0,127152.66666666666,162733.16666666666,6314477.666666666,7816730.666666666,11964344.166666666,324103136.0,389574647.2833333,581902209.9166666,999167266.85,295192.24580127466,113098.46384545416,2105042.776733268,-2766423.340910673,-3700292.80985995,1817322.33555834,19228261.866856694,0.04091597724963043,0.015676340552603935,0.2917755584281182,-0.007398669357126987,-0.009896259411871458,0.004860343273308182,0.05142508370331149
471,650.0,18095.833333333332,27850.166666666664,512639.1666666666,780968.8333333333,1402041.8333333333,14745424.25,22210190.466666665,39420783.333333336,78548830.15,8855.806623931683,5627.334401709493,208762.16662393184,-19405.47544104792,-67884.675512277,-93923.96561198775,586951.6879783273,0.020960489050725877,0.01331913467860235,0.4941116369797203,-0.0018015275001265162,-0.006302144471752657,-0.00871952905688745,0.054490270560540996
472,2572.0,125584.0,164611.66666666666,6447763.0,8457363.5,12850537.666666666,342102672.6,451260905.93333334,686346765.0333333,1141166984.3,315826.35303265974,419808.4663037844,2315156.3281060997,-3566589.4647383094,-2401406.106423918,5152105.247659519,22367642.776038647,0.04774264072362307,0.06346134382713835,0.3499761046867479,-0.010631039009581822,-0.007157942411831196,0.015357032933241829,0.06667189629067816
473,608.5,16498.333333333332,26002.333333333332,455250.25,709458.9583333333,1311982.25,12753438.4,19625802.983333334,35861394.55,73794815.2,7928.963594449102,4454.582363279536,200854.3308910802,-19773.996584231034,-69439.61315586691,-91242.3585591279,565624.8656308055,0.021413874775787548,0.012030559576850645,0.5424504020786872,-0.002164925711844255,-0.00760248962829994,-0.009989529795483695,0.06192657157830707
474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,3578.5,138154.8333333333,287272.1666666666,5588716.75,11057274.875,29348259.75,234739306.65,441884018.18333334,1119913857.7166667,3406645976.05,254985.30571856815,-33416.28250702098,6286837.9974888675,-712177.4834228754,-4182637.6160343476,-7766678.437909007,41267937.1173377,0.019911918707567672,-0.0026094927270958576,0.49094204382040973,-0.00092968470224385,-0.0054600633931414155,-0.0101387116260228,0.05387164116275358
476,653.5,20643.833333333332,24908.5,669502.25,791531.7083333333,1071855.5833333333,22172421.35,25709624.95,34261467.78333333,50739983.35,17370.873267874005,4681.023431522539,122454.86068604945,-74396.84507965669,-104553.0595249557,45090.48566804174,550773.5684311315,0.040675272206508545,0.01096098620639623,0.2867377312933874,-0.006814602671538303,-0.00957685178710745,0.004130198582552779,0.05044976069650282
477,123.0,7435.833333333333,15545.333333333332,449844.3333333333,939881.4166666666,1969953.5,27233287.25,56866188.949999996,119120934.08333333,250304443.60000002,318.9889340560185,104.93066847336013,5259.285004516831,-138.65007111802697,5.180061585066142,2980.710542407236,2829.8955520689487,0.021084601365326097,0.006935730614935564,0.34762938756803696,-0.0008263372263309202,3.087252453540478e-05,0.017764665118789724,0.016865826482788032
478,2566.0,125634.5,157532.16666666666,6466218.5,8060904.666666666,11719401.833333332,343874057.85,428361871.1,620415347.8666667,989135532.5500001,314999.6417575991,347937.0154260844,2048168.9671234954,-3565448.4333360195,-2683801.6880671456,3897914.726711318,18173820.53788352,0.04784061520330904,0.05284298349391868,0.3110659519508811,-0.010689872604588911,-0.008046532905420557,0.01168666792723967,0.054488468960091435
479,2420.0,102397.66666666666,163790.16666666666,4509850.666666666,7293874.083333333,13859655.833333332,204484979.10000002,333670979.3833333,635205900.7833333,1329634123.15,177089.45229568426,363406.77357667685,2774028.272715794,-1327119.5340866446,-2317947.7511037104,-431012.506016925,16083525.986100912,0.030238619680295786,0.062052929030919475,0.4736746589570032,-0.004606505846728034,-0.008045725794562994,-0.0014960684233664822,0.05582681483319876
480,4265.0,251772.5,277543.3333333333,15976429.0,16886524.166666664,21675935.5,1059188580.6500001,1091905860.4166667,1360520450.2166667,1915140601.0,1113734.5671160612,502519.73720203154,3614903.406734403,-15428287.580001593,-7084212.383504495,15538861.34645912,34109868.490149975,0.06122709131503658,0.02762581206125991,0.19872780060358808,-0.012987337800304529,-0.005963400591063125,0.013080417401614097,0.028713256873676672
481,2746.0,131864.0,170257.5,6642473.0,8387430.833333333,12810661.5,345612741.8,428701968.71666664,644329834.0166667,1093115609.15,310311.85797523614,211598.72117018607,2254355.4889839757,-3164019.0711191297,-3466769.205500491,2917741.308995098,19279826.314010143,0.041152602550705575,0.028061570477429673,0.2989656794023083,-0.008007330611514396,-0.008773514494791216,0.007384063994194829,0.04879235553224691
482,622.0,19317.5,23076.166666666664,615474.5,715311.4166666666,975154.5,20025554.150000002,22647120.8,30209674.466666665,45535961.150000006,15529.473874598043,-1366.7980975348037,119029.9533315472,-53882.951117515564,-102052.66717857611,25645.31497340137,525771.6796484366,0.04013987105850344,-0.0035328369680183306,0.3076631582891699,-0.005584385771336649,-0.01057665645068462,0.002657859843767084,0.05449055454288337
483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,2137.5,87353.83333333333,139181.8333333333,3712257.9166666665,5962920.875,11231503.25,162224546.95000002,262231522.75,493956495.81666666,1023784985.75,142343.4380571805,274936.46703378856,2168774.4874139074,-1119756.8025746644,-1961399.488548439,-849205.2580450624,10016924.035872579,0.031154816988678745,0.060175554495955914,0.4746813282531038,-0.005301007284022685,-0.009285402822976246,-0.004020197285854018,0.047420821338677956
485,3498.5,180945.8333333333,225665.8333333333,9958240.083333332,12024521.541666666,17573468.083333332,570101544.15,674200999.2166667,962787084.3833333,1549749046.15,599545.0424030945,352864.4693896603,3017210.1630738582,-6966457.864905119,-4642293.015344605,8348114.54695493,26955331.36769867,0.04898443009829868,0.028829968913945028,0.24651412299661596,-0.00962292983334345,-0.00641250701845592,0.011531444255301636,0.0372340244376715
486,5092.0,322351.8333333333,342679.0,22051457.166666664,22501278.333333332,27579755.333333332,1582331576.8500001,1578182768.55,1877212665.7833333,2504679264.9,1644798.790122848,807797.5998625308,4518306.582155012,-21897695.786993027,-8101867.147579014,22535674.025407135,40488271.10504198,0.06343602884161778,0.031154857451738405,0.17426047999430325,-0.01183524984976443,-0.004378890951538016,0.01218006383950067,0.021883069761056872
487,3695.0,210380.66666666666,236929.5,12770582.5,13771694.5,18301336.0,806176162.6,844090594.65,1088952897.45,1602624874.95,792226.6388061941,281738.84018944576,3109025.317929635,-11150494.21135211,-6862730.514722243,10806279.413735598,30401325.304311514,0.05802572241728072,0.020635634973893754,0.22771695781188675,-0.013435629205812498,-0.008269149401588901,0.013020872487386433,0.0366316439802433
488,2142.0,85798.0,134432.0,3556874.333333333,5526037.833333333,10484338.666666666,151335800.0,232765230.16666666,436561577.5,925635239.0,120227.83286647918,141352.14892623667,2047381.325863678,-766589.943926096,-1788081.5634048386,-1132070.0684268922,10650295.753340244,0.02620390920343719,0.03080799834666692,0.4462310688684359,-0.0036100602629616876,-0.00842051510084057,-0.005331195903751953,0.05015485761659022
489,4382.5,266835.0,287005.5,17459331.916666664,18085011.291666664,22582902.083333332,1193492929.0,1210926284.2666667,1472599908.6666667,2011382753.0500002,1212687.9406255912,610256.5643420778,3787201.677115418,-17216940.995985985,-6780482.8984927535,17676312.965398073,36411269.70468974,0.0631400918448643,0.031773759951478325,0.19718532172813907,-0.01354101375315398,-0.005332806344804324,0.013902306863066637,0.028637230269648532
490,4453.5,191219.16666666666,376218.0,8637507.916666666,16211273.708333332,40390873.416666664,405943734.95000005,727225235.6333333,1736685545.0666666,4938233483.900001,427163.3111441685,57665.88415010646,8609132.421045244,-1605538.8070135117,-7396881.357137121,-7313341.849284589,71590444.17100143,0.021537288764921288,0.0029074753529246197,0.4340667050052868,-0.0012130177770754156,-0.005588496859702217,-0.005525381033619042,0.05408806132172112
491,3199.5,172939.3333333333,203094.5,9931996.75,11341436.458333332,15414142.25,592409681.1,666602018.6,888370258.6999999,1321008689.5500002,584282.1027808189,363775.12572928146,2522322.925027348,-7597698.578343153,-3176374.710397944,9022567.134124875,22347230.013648033,0.057076634154390085,0.03553601876028415,0.2463975913789417,-0.013121297235589876,-0.005485629138479324,0.015582058695033658,0.03859387739295064
492,1662.0,74438.66666666666,87854.16666666666,3492376.0,4145431.5,5729857.5,168658294.4,201519539.38333333,279377355.71666664,426127676.15000004,158371.73098007822,210565.65897847386,1085841.4947686866,-1946864.3980533779,-1951120.6449204702,483797.6623088941,8448220.619776666,0.05733444655145536,0.0762299271818398,0.393101223052231,-0.01728853345643148,-0.01732632975412645,0.004296217075690411,0.07502183766797646
493,2198.5,82592.5,141163.3333333333,3220594.083333333,5216200.708333333,11318078.583333332,129578193.55000001,198662728.23333332,411604358.6,1029409133.7,117787.14394283947,-86975.37005344406,2254131.948001165,-261963.92096030712,-1593250.668038614,-2420175.893822789,13216612.045256972,0.024369406445085232,-0.01799464757013428,0.4663654774442092,-0.0011559134236768537,-0.007030204112523564,-0.01067900416619879,0.0583181806969386
494,3718.5,197072.5,243947.66666666666,11133411.75,13152945.875,19359930.25,654843389.5500001,747510214.3333334,1065110816.2666667,1743853330.0,688993.2327887602,224244.3719297666,3356040.49012072,-8233798.7892228365,-6652651.4528726265,9653605.89046061,33430765.814299345,0.04982868024813553,0.016217577437016885,0.2427122074989841,-0.009765191969397643,-0.007889969163179555,0.01144906708682804,0.03964850905610029
495,2597.0,121291.66666666666,155040.0,5935680.5,7326398.666666666,11215171.5,300158837.5,358990415.56666666,535673889.8333333,920510148.2,270810.11002010945,85328.20074444916,1959337.2296881024,-2360453.9265992045,-3338080.4225225262,1686438.2837227136,17024789.115792632,0.04015327510833187,0.012651694276614773,0.2905128128629361,-0.0068677686008951815,-0.009712184446697622,0.0049067121208271735,0.04953382517182069
496,3727.0,159895.0,280394.3333333333,7209899.5,12452720.166666666,26486152.833333332,337508777.70000005,574096752.9333333,1198105155.4,2839435210.3,350116.5579554597,423299.20387264155,5391175.0588647425,-1850131.508767426,-4648032.714443758,-1890767.172211647,35604504.8278718,0.025205415715662063,0.030473944071722648,0.3881187720687054,-0.0021817456442953073,-0.005481137465755431,-0.0022296647685858518,0.041986190147775826
497,4228.5,253014.0,283231.6666666666,16221634.916666666,17619004.375,22833007.25,1085019782.1000001,1160702664.15,1472043208.6166666,2081753862.2,1082440.3568936978,671723.5638376512,3861698.9840007685,-15144783.519889593,-6233985.97825636,15834797.73774442,35037159.530825615,0.060538451208469166,0.03756798601972139,0.2159761265697933,-0.013025584859006421,-0.005361668805829609,0.013619045883839513,0.030134435007800078
498,355.0,10170.5,11895.333333333332,297543.3333333333,346994.0833333333,456656.5,8845106.450000001,10273515.45,13472803.983333332,19381580.6,6165.670657276933,6201.160328638449,58067.894053208176,-32584.75706010312,-51878.72846745208,-25659.8802587667,188467.36679288745,0.04892418692542696,0.04920579510921205,0.4607648804063335,-0.013722827519033066,-0.021848339742181973,-0.010806467278568155,0.07937162651526457
499,2203.0,87760.66666666666,144919.16666666666,3612880.1666666665,5853542.666666666,11886822.333333332,152551558.8,242136998.28333333,482440050.68333334,1106254393.8500001,116768.22214656835,80413.89705956541,2353656.2564558424,-677713.1271778941,-1934693.7049941448,-1673649.916820079,14648314.19856,0.024060002803623,0.016569221943577007,0.48496907024936337,-0.002975155400522384,-0.008493290440955387,-0.0073473102245281635,0.0643059863365386
500,208.0,12594.0,24962.0,763079.3333333333,1511107.3333333333,3022976.6666666665,46267706.400000006,91541421.33333333,182983563.13333333,369305349.0,536.852564102388,-293.7628205129877,27296.64743589703,-290.55377215892076,137.57975840727158,18648.109541476006,-32638.40347623825,0.012408759340384339,-0.006790006021472534,0.630932124535342,-0.0004656591924883676,0.00022049371008555952,0.029886597465231802,-0.05230829561745204
501,487.5,13479.0,19926.166666666664,377726.0833333333,560066.9583333333,945063.25,10709738.8,15910441.833333334,26849423.266666666,49565576.25,5042.101794871793,9123.777820512769,130597.36686609709,-12917.317817749456,-33335.99914380457,-26702.644538152963,260760.60518977046,0.021215944436015433,0.03839064960636537,0.5495221222505072,-0.002461703794078127,-0.006352971780173056,-0.0050888274407220055,0.049694168727483196
502,3890.5,220704.3333333333,251434.3333333333,13376509.25,14399433.125,19631564.25,844989908.6,871038110.2166667,1141361575.95,1739736819.4,856164.1138706859,135804.56428944133,3381924.3634101637,-10985368.690816998,-8863958.219566755,10128274.251445055,33860180.18014836,0.056564790260134175,0.00897229464649274,0.2234359501790881,-0.01163592968455357,-0.009388887844603485,0.010728077530452396,0.035865403043948155
503,589.5,15381.166666666666,25823.166666666664,408333.9166666666,684969.7916666666,1349661.25,10998188.55,18400820.516666666,36146082.35,79154692.55,7010.272853642411,11194.676550277974,218472.21404674416,-21835.840473523363,-70509.69085599727,-49894.963767894544,892069.6610752046,0.020172852034270675,0.032213946352022634,0.6286784750859699,-0.0025879768623766814,-0.008356786116381148,-0.005913535223753098,0.10572781227680036
504,2118.0,81677.83333333333,135880.0,3263642.1666666665,5394825.833333333,10836794.666666666,133903662.05000001,219628110.58333334,436972113.51666665,978986903.0,113845.91641747998,154795.6192949321,2119431.8715769593,-734957.6489112079,-1689377.2323748115,-796142.4564902633,11810101.901595354,0.025378476411432736,0.034506964294297476,0.47246272375032644,-0.0035599789060681754,-0.008182984857094464,-0.0038563451316268303,0.0572056277126718
505,2643.5,127639.33333333333,160187.0,6471668.416666666,7967596.708333333,11786103.416666666,338952425.1,411491183.25,600562438.6166667,983925991.0,308702.8733423697,233092.4947276339,2079322.6453407723,-3337985.401505947,-3179022.8875678442,3230432.712779224,17729107.631742835,0.04417555783445328,0.03335566938568018,0.297552260467193,-0.00929043707446404,-0.00884800517159404,0.008991091401366056,0.04934448148419008
506,4017.5,234569.0,255211.5,14606762.75,15248072.041666666,19409570.583333332,948327687.4000001,960919005.2666667,1187714866.9666667,1668952101.0500002,911027.6508089621,347087.2641931139,3197271.956762083,-10898553.184931874,-7505551.427957617,10354596.944723308,29746931.936186552,0.05644426051760709,0.021504379087795428,0.19809239720975447,-0.010653176792112052,-0.0073365670587238925,0.010121467500448799,0.029077192133838296
507,662.5,21284.666666666664,25425.5,704112.9166666666,839659.0416666666,1111642.4166666665,23815797.700000003,28406744.2,37598449.56666666,53677048.85,20283.429706499097,22793.694748427835,135859.69930817606,-109124.27322812751,-80403.5016640115,134267.7358288169,586232.4960703626,0.04621358138896198,0.05193294638303244,0.30954150073774533,-0.00965954472751222,-0.0071172178067888635,0.011885212715129913,0.0518925702687126
508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,2099.5,81532.0,131844.8333333333,3277350.4166666665,5212421.958333333,10303546.25,135252196.9,211232596.23333332,410328776.46666664,912280371.45,111136.06848852895,92358.6330971662,2023927.2565756422,-652173.6852250993,-1752441.9222768275,-1399134.955186531,11038151.055833101,0.02521292728630348,0.020952977122648406,0.4591590421257019,-0.003229041107727929,-0.008676687106724512,-0.006927394324407663,0.05465207247712454
510,645.0,17317.5,27739.5,473643.0,753373.3333333333,1414578.3333333333,13160188.950000001,20751714.666666668,38656370.06666666,80773850.75,8688.261627906992,8600.013565891422,221586.3019379843,-23114.29648458585,-80039.54783666495,-63134.491662153974,877599.3969497234,0.020883989250422428,0.020671867233679277,0.5326273708021977,-0.0021876678932456228,-0.007575395993944152,-0.005975405760576946,0.08306097592539512
511,159.0,8669.666666666666,15950.0,473130.5,869527.6666666666,1612078.5,25842147.3,47443697.333333336,87874916.76666667,164125515.0,406.4741439552745,-165.31027253670618,12062.776729559759,-190.53337581828237,-108.35900039057015,7559.296188176842,-9419.922471433878,0.016078246270134666,-0.006538913513575657,0.47714792648865784,-0.000597693112712788,-0.000339916447476661,0.023713111937608354,-0.029549798082799797
512,678.0,21372.833333333332,25078.833333333332,694457.1666666666,804495.6666666666,1054756.8333333333,23091490.55,26461941.433333334,34381850.43333333,49041623.550000004,20713.796910848934,13926.75069649308,127105.09091281553,-106064.52147157863,-103668.86606825772,102093.31650111685,623680.1694653854,0.045060948196693665,0.0302963572725896,0.2765053621897119,-0.00886126862625933,-0.008661121152153535,0.008529490256593771,0.05210599587709115
513,3795.5,223503.0,241313.3333333333,14121447.416666666,14748173.625,18283791.75,930797916.0,956747388.8833333,1158868427.0833333,1563719859.9,960179.8606134467,538121.2102983817,2941379.7240628563,-13844956.017026424,-4453232.20423355,13777147.017679185,27239547.743400097,0.06665221722542641,0.03735443042879712,0.20417995456127228,-0.015599802175375405,-0.005017678737413192,0.01552339839523871,0.030692156451862854
514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,2223.0,91245.66666666666,143727.8333333333,3894276.833333333,6151096.083333333,11625018.333333332,170866519.9,270151158.45,508485146.71666664,1065063169.85,148990.42512620613,251617.01403258927,2332310.247550858,-1209659.6669082344,-2288740.8011712246,-1214036.5269842744,11858268.998219728,0.030149452777804314,0.05091679734614935,0.47196239363810893,-0.005191759230018914,-0.009823086199089592,-0.005210544351421169,0.05089470965078048
516,624.0,19107.0,23419.0,599739.3333333333,714822.25,994445.3333333333,19219440.900000002,22279433.9,30294576.966666665,46483508.7,14679.318910256377,-2272.033653846127,115519.75480769225,-43659.95710983127,-89912.17898278206,15010.505575076677,490512.6470897123,0.03769959861485139,-0.005835063419024611,0.2966791862048309,-0.0044887129196500095,-0.009243938522858012,0.0015432413306277195,0.05042997295449762
517,4077.5,235532.8333333333,266412.3333333333,14584313.25,15798478.541666666,20923777.75,941905356.85,993335999.9666667,1276531362.8666666,1860514888.4,978987.5411029402,409428.46074835025,3517148.356471833,-13643886.730966687,-6862311.2072091475,14387833.592222929,33813268.981262684,0.05888290467248803,0.024625785326428,0.21154499183902525,-0.012851481075376776,-0.006463763907731143,0.01355222120881844,0.03184947185343084
518,3258.0,172042.66666666666,210321.8333333333,9641888.333333332,11295342.583333332,16298441.5,560824157.8000001,637875240.0166667,893263287.1833333,1429945114.0500002,556965.3272628076,189041.45844417438,2721009.462954441,-7149992.247642875,-4526854.6133293435,8196856.734396011,26478725.379669905,0.05247180451903701,0.01780963009353699,0.25634679511607267,-0.01180124620514844,-0.007471690034967986,0.013529122980913187,0.043703817651971934
519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,2225.0,86754.33333333333,144714.8333333333,3511853.5,5833032.666666666,11806038.0,146124874.3,241243509.78333333,483886660.34999996,1093542661.3500001,129240.3080399502,190498.3344069915,2393731.0396878924,-883135.8952513933,-2024088.3958851509,-1219328.6054924875,14295201.393362045,0.026105856945325127,0.038479653459308975,0.48352097759129253,-0.0037818343208140216,-0.0086677112832571,-0.005221505312372268,0.061216041090681406
521,3687.0,146217.5,302001.0,6066869.666666666,11925230.583333332,31424829.5,261154024.15,488636241.5833333,1229229753.55,3708849634.5,268237.3622864103,-51398.44229726121,6688023.424328722,-718638.862221241,-4222451.861147396,-8582897.784911811,39224069.49568844,0.019732085771742625,-0.0037809739228669135,0.491984601725127,-0.000870618427248198,-0.0051154266652387505,-0.010398030726637064,0.047519274965256576
522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,2271.0,82478.66666666666,154440.8333333333,3123567.5,5415540.75,13098902.0,122615473.4,197055872.11666667,446104233.8833333,1255423386.3500001,128089.53649885114,-193474.66709476896,2596052.5941459984,-130889.88141189516,-1311059.8610563762,-3309766.172731206,11531535.770605087,0.024835870444053772,-0.037513694697577524,0.5033605995969703,-0.0005325534943825304,-0.005334327625777766,-0.01346649199971627,0.046918521156783494
525,371.0,10957.0,12749.0,332815.5,391095.9166666666,501265.8333333333,10318108.5,12249095.5,15839197.5,21840454.5,9214.828840970295,14570.86814914638,63160.70934411493,-55458.057199524716,-48399.955850118306,33543.236117874505,274120.60236412287,0.06694828460248252,0.10586139412781352,0.4588800527758077,-0.020918468108793085,-0.018256191869021512,0.012652320518063292,0.10339675365631448
526,4058.5,238301.8333333333,263288.3333333333,14969832.083333332,15781476.958333332,20620328.25,979960580.5500001,999741602.8666667,1264868631.9333334,1834379065.6000001,977528.5795689449,322047.97506091744,3539942.277486898,-13813507.2766608,-9220177.411096655,12325826.679064095,37374541.16974068,0.05934694434592282,0.019551922728525607,0.21491418432229784,-0.013164067031106364,-0.008786691970940896,0.011746329543051593,0.03561738198426926
527,2565.0,120484.5,153897.5,5931787.666666666,7312806.416666666,11162531.333333332,301714459.05,360415747.46666664,536221336.09999996,918294786.1500001,272327.7289473675,83853.84795321617,1928831.330896685,-2500360.303301394,-3363383.261704456,1826871.5535048544,17097786.007695317,0.04139206805472795,0.012745247039463791,0.293169990522696,-0.007503850477089953,-0.010093875294553942,0.005482638226278476,0.05131229668045214
528,4605.5,281070.5,302462.1666666666,18488310.25,19177131.208333332,23905879.916666664,1272992677.75,1295084174.0833333,1572433509.9166667,2139555195.25,1334770.7927749418,718073.0352612808,4041942.8273833245,-18256479.636586428,-6766367.733050004,19156455.68639165,38655443.67157054,0.06292933199261921,0.0338543940843663,0.19056212756258503,-0.012683089889611586,-0.004700711850956101,0.013308318705100323,0.026854600479866476
529,3392.5,185657.16666666666,209081.66666666666,10824567.083333332,11654427.791666666,15469504.583333332,656476007.1500001,684338087.4,880246202.6333333,1295650831.2,664336.1224801429,212273.0870895777,2583684.882195201,-8619344.217102766,-6019633.026159897,7500672.0944933,23788757.975929976,0.057722901691452146,0.018444004658468648,0.22449146359808617,-0.012858034418774191,-0.008979876738786354,0.011189238708388862,0.0354872321060652
530,870.0,24944.833333333332,37084.83333333333,734445.5,1066544.5833333333,1824927.8333333333,22141309.75,31412629.433333334,52516698.666666664,99020667.55000001,19221.695370370406,3240.000925926026,244140.6340676886,-19132.2784053497,-79820.59667908447,-84255.85808820184,417249.16710706055,0.02539529048800423,0.0042806195348474374,0.3225533545616179,-0.0008569758044510627,-0.003575335806931142,-0.0037740006827760553,0.018689485541780845
531,2951.5,125600.5,229074.8333333333,5552385.583333333,10181132.041666666,22681427.916666664,252315597.35000002,463982700.81666666,1030419594.6166667,2554447035.4500003,207481.0940058725,432897.7187517658,4902237.922868788,-1623709.3600888848,-3798475.5182979405,-1981094.048138678,33117884.152200222,0.023817323424830224,0.04969351557925645,0.562741326740494,-0.0034308467977045747,-0.008026059274178429,-0.004185989400612993,0.06997704736031535
532,4145.0,197182.3333333333,335054.5,9856911.5,16768734.666666666,34343198.33333333,510684992.5,868652449.5833334,1766480255.75,4002351144.25,476725.111875087,829813.5318455994,7259599.305528745,-3576129.060051739,-7065690.59966518,-1417813.6125164628,52636795.15364504,0.02774718690387139,0.04829825530465146,0.422535867652177,-0.0032329712799600303,-0.006387681875628559,-0.0012817632173308044,0.04758587963221094
533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,2351.0,97334.83333333333,157682.0,4187354.6666666665,6819644.083333333,13252844.166666666,185165273.55,302527066.5833333,586725111.0166667,1264584324.0,157550.42165272497,291379.0090387063,2677083.586488018,-1242959.8204313815,-2446609.77249904,-1047678.418306306,16608670.211169243,0.028504558030859557,0.05271728114079917,0.48434706580926185,-0.0046379441778129716,-0.009129208654390831,-0.0039092768249883135,0.06197310970227025
535,637.0,17265.166666666664,28720.0,476552.6666666666,790279.75,1526916.5,13358126.850000001,22060897.416666668,42368247.28333333,90088641.0,8599.793781615328,11856.537022501347,232036.75117739406,-24471.20544983633,-67835.33409101743,-86238.3448547544,322184.37891756,0.021193816633639655,0.029219918284790973,0.5718444513439768,-0.002389498610731741,-0.006623802693385249,-0.008420770511066862,0.03145979577512507
536,2086.0,79377.33333333333,130920.66666666666,3131581.0,5064784.666666666,10161082.0,126990057.80000001,201112810.06666666,395650632.43333334,892348749.2,111081.93618834578,82937.40002130624,1944293.4283583695,-628026.8834142238,-1742113.96748917,-1413620.8485996276,10569260.625091314,0.025527884887596018,0.019059952259299368,0.446820613053459,-0.003160039231643703,-0.008765784759613933,-0.00711290783598184,0.05318128746843253
537,4167.5,163766.16666666666,353998.1666666666,6779098.25,13711274.041666666,38345528.25,292790160.25,554801351.35,1462693945.4166667,4729052050.05,343739.55901153106,-199445.27735619433,8276013.672108915,-616619.2775887251,-5357874.825985573,-10249940.664206505,65912509.59780502,0.019791481214918975,-0.011483454134724739,0.4765077653470241,-0.0005499561675472232,-0.004778631503412228,-0.009141812930852361,0.058786665434105836
538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,2591.0,126960.33333333333,161965.0,6529162.5,8285180.666666666,12314954.5,346657502.90000004,439712441.3,651566197.4666667,1065055362.9000001,308040.8326471979,348812.3191817822,2190422.9581242763,-3463138.155126035,-2613479.5570761673,4518145.418272942,21390633.29069984,0.0458852880800309,0.05195854593034051,0.32628203081686535,-0.010134475678305692,-0.0076480474703942685,0.013221833147129821,0.06259722919435887
540,611.0,15937.333333333332,24982.5,424101.1666666666,658346.75,1188752.6666666665,11481954.8,17631889.083333332,31474282.016666666,62735969.25,8391.520549190755,6702.838379705441,167270.98704309855,-18075.610072275624,-58386.097229105886,-81290.51884484943,451667.5108700171,0.02247802976310134,0.01795462451805669,0.44806208877373244,-0.001958799292744513,-0.006327125087407178,-0.008809208108796027,0.048945844555745154
541,2254.0,82942.5,148133.3333333333,3168182.5,5412495.083333333,12106432.333333332,124769592.25,203735536.95,438303924.25,1119184812.6000001,116071.45019964501,-38502.69838805031,2371079.873508826,-355292.18771877885,-1644416.1162074422,-2126731.3393523693,11891952.42431593,0.022846390051649287,-0.0075785015514271215,0.4667006015744909,-0.0014729936645301856,-0.0068175282338099955,-0.008817142333293866,0.04930243665750577
542,672.5,21253.666666666664,25508.666666666664,691433.25,825691.125,1097603.25,23003755.200000003,27379918.25,36282462.31666666,52063335.5,19733.1060925239,19516.108725733357,130031.39109871967,-95566.04331143573,-80480.3157610707,113312.23193757609,565565.5966834053,0.04363257797437603,0.04315276732103394,0.2875170682521682,-0.008148410200063062,-0.006862130136691879,0.009661533684125749,0.04822278203777376
543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
